Filename,ClassId
02918,23
07234,18
12459,21
05100,5
09167,31
08080,2
08727,41
04740,13
07655,12
06015,5
06763,7
07123,8
07684,1
10808,13
04036,38
01768,1
08051,5
04791,31
12488,38
09611,20
00128,1
05676,25
07930,26
07542,17
06302,35
09270,21
05217,17
00549,12
01309,6
04457,3
04825,4
08842,1
08430,12
08397,12
01630,11
08109,35
01197,9
09749,2
00070,11
12277,13
05089,9
03165,17
11362,24
02725,35
10285,25
02082,15
10522,16
10950,17
09328,36
00411,14
00863,2
12616,11
01251,1
08568,1
01984,10
07868,35
02344,25
02891,38
10143,9
03976,38
03504,12
11703,13
11075,7
03272,35
10635,28
02395,2
10192,3
02840,12
02432,35
01280,2
04279,17
01527,2
01955,1
12160,5
00367,38
05439,1
10254,13
10981,35
02053,3
11414,41
11866,21
03613,9
09798,2
12501,38
05058,9
00706,12
01146,9
04618,31
09906,35
09574,5
05513,4
05961,7
00998,9
04353,18
08334,13
04886,18
08493,7
02518,17
07246,30
07993,11
06874,5
06406,17
03358,22
04732,19
08755,9
04095,1
09115,8
05172,23
11299,2
03739,18
06067,13
07627,31
02179,12
07180,14
10408,5
07151,7
11248,38
06711,8
05604,4
09663,11
08784,42
08023,9
04044,25
03389,5
11629,7
06370,35
10069,35
07297,9
07942,15
07530,1
04382,2
08830,2
08442,13
04425,28
04857,38
05265,1
00949,22
09202,12
12205,5
00002,38
01642,35
10550,9
10922,23
02757,18
07009,1
11310,8
06649,4
03117,36
01584,2
08968,6
01223,14
00463,17
00811,31
11771,0
03904,28
03576,8
06228,13
10131,33
02491,9
10696,12
07468,3
02336,5
02832,34
02440,11
10647,3
03200,5
11007,7
00315,42
05839,23
12112,18
01555,1
01927,31
03661,2
11466,12
11814,8
06698,34
02021,25
10581,17
02786,13
10226,1
01134,4
01693,17
00774,3
12573,17
10763,11
02564,9
02916,1
11123,10
03483,1
11684,7
06808,38
03324,35
12036,7
00596,4
09508,1
00231,13
04488,8
01803,7
01471,2
08348,30
11930,4
11542,13
03745,30
10302,4
02105,6
01010,8
08729,33
12457,17
09169,38
00650,32
00126,10
05678,14
12486,17
00681,14
12321,3
04038,24
01766,14
02673,4
10806,33
10474,4
03033,38
11593,18
03794,9
11234,1
01307,20
04459,9
08399,13
05219,12
00935,11
00547,1
03452,1
03820,26
11655,24
02212,35
10015,6
07075,38
06635,23
06192,21
05720,35
09747,36
05087,1
12279,9
08107,13
04160,11
01199,14
03978,31
06254,1
06981,16
07414,28
07866,7
08566,35
08914,3
04973,10
04501,25
05341,25
09326,28
05894,11
12618,8
09481,10
05390,15
09450,39
09822,26
00369,13
05845,3
05437,10
04277,10
01529,38
08210,19
07362,2
06285,21
06522,14
06950,9
01148,5
04616,38
08671,18
09796,2
09031,23
05056,8
00708,18
11868,5
06143,11
07703,38
11683,5
03323,1
11124,22
03484,4
02911,12
02563,11
10764,2
04328,9
01476,2
01804,11
00236,12
05568,32
12031,8
00591,13
02102,7
10305,8
03742,25
11545,18
11937,6
05109,25
00657,13
12450,7
01017,4
04749,2
08089,1
04798,38
08058,18
01761,37
00686,14
12326,40
00121,7
09618,35
12481,5
03793,12
11233,28
03034,9
11594,2
10473,1
10801,8
02674,12
00540,8
00932,5
09279,11
08439,15
01300,38
10012,1
07939,10
02215,1
11652,6
03827,12
03455,5
06195,3
06632,24
10959,10
07072,30
08100,28
04167,5
01639,9
05080,14
00079,25
05727,42
09740,8
02898,15
07861,5
07413,5
06986,29
06253,4
05893,18
09486,8
05346,33
00418,9
09321,3
08913,38
08561,23
01258,9
04506,2
04974,13
04270,13
08217,33
01289,34
09825,11
09457,28
05430,31
05842,3
12169,1
05397,35
06957,3
06525,3
06282,7
02849,1
07365,5
09036,28
05051,14
12508,1
09791,20
04611,33
08676,5
07704,10
10988,3
06144,12
04881,10
08494,2
04354,13
01878,7
08333,4
09573,4
09901,2
05966,41
05514,38
11158,17
06401,4
06873,5
07994,3
10718,12
07241,9
09112,3
05175,16
04092,10
04735,1
08752,9
07187,28
10379,10
07620,2
11539,5
03099,5
06060,2
06716,13
03048,11
02608,33
07156,12
08024,38
04043,26
08783,12
05603,7
09664,14
07537,38
07945,1
02269,2
07290,25
03429,35
06377,13
11189,2
05262,3
09205,10
08445,7
08837,26
04850,7
04422,5
04385,8
01645,5
00005,38
12202,38
03110,2
11317,4
02750,9
10925,3
10557,11
00816,11
00464,2
09888,12
01224,17
04908,16
01583,21
10691,20
02331,38
10136,7
02496,3
03571,11
03903,12
06588,5
11776,35
11000,7
06559,4
03207,31
10640,26
02447,6
02835,1
07319,3
01920,8
01552,5
12115,1
09859,26
00312,38
02781,25
10221,8
07778,7
02026,1
10586,31
11813,39
11461,2
03666,31
06138,17
12574,7
00773,28
01694,5
01133,4
00575,33
00907,21
09999,5
04819,11
01335,2
01492,5
02220,8
10780,18
02587,9
10027,13
03812,3
03460,12
11667,9
06499,4
01754,38
00114,23
12313,14
03001,36
11206,10
02641,11
10446,4
10834,29
10330,18
02690,35
10497,3
02137,10
07669,2
11570,15
11902,15
06029,25
03777,11
12465,8
00662,2
01785,25
01022,11
11111,3
03316,3
06448,7
10751,13
07208,2
02924,5
02556,7
01443,4
01831,5
12004,2
00203,1
09948,10
05064,11
09003,14
04183,4
08643,38
04624,8
10268,4
07096,24
07731,1
03188,36
11428,2
06171,14
08585,27
04990,2
08222,2
01969,37
04245,5
05405,21
05877,5
09810,6
09462,41
11049,12
06962,38
06510,11
10609,38
07885,20
07350,15
02378,25
07854,38
07426,8
07381,38
11098,1
06266,18
03538,10
09314,5
05373,1
04533,12
04941,13
08926,18
08554,1
04294,15
03159,5
06607,5
07047,3
02719,9
04152,9
08135,41
08692,25
09775,12
05712,20
02989,26
07502,8
07970,9
06897,18
06342,14
09597,38
05982,9
09230,15
00509,3
05257,15
04865,9
04417,1
01349,2
08470,1
08802,5
06084,17
06723,23
10848,38
07163,3
01728,31
04076,5
08011,13
05191,13
09651,5
05636,15
00168,29
05140,13
09127,28
09680,38
12419,31
08767,4
04700,33
10899,13
07615,13
06055,35
08306,12
04361,10
01398,10
05953,35
05521,6
09546,18
09934,12
05286,10
12078,38
06434,31
06846,28
06393,18
07274,14
02958,9
02013,10
10214,24
03653,38
11826,9
11454,18
00746,4
05018,12
12541,38
04658,37
01106,8
08198,3
03232,11
11792,8
03595,3
11035,38
02472,2
02800,4
10675,25
01915,38
01567,10
04239,38
05479,15
00327,38
00480,33
12120,25
09368,35
00823,4
00451,10
01211,12
08528,5
10103,12
02304,17
07828,35
11743,4
03544,2
03936,12
04689,11
01670,17
08149,2
12237,1
00797,15
12590,25
09709,38
00030,5
11322,12
03682,13
11485,33
03125,7
10910,41
10562,36
02765,31
06345,9
03869,33
06890,11
07977,30
07505,29
04410,6
04862,4
08805,15
08477,14
09237,2
05250,38
09590,7
05985,6
07164,18
06724,12
06083,38
09656,3
05631,3
12368,13
05196,1
04071,1
08016,7
01088,5
08760,10
04707,38
01059,13
09687,2
00619,38
05147,38
09120,10
11979,17
06052,12
07612,2
05281,25
05526,11
05954,10
00278,31
09933,3
09541,5
08301,25
01438,10
04366,15
07273,12
06394,3
06841,2
06433,2
11453,19
11821,18
03654,3
10213,17
02014,22
08638,1
01101,20
12546,24
00741,1
09078,23
10672,5
02807,13
02475,38
03592,35
11032,13
03235,27
06919,1
11795,2
00487,31
12127,32
00320,8
09419,10
04599,1
08259,18
01560,42
01912,9
04548,14
01216,13
08288,38
00456,14
00824,25
05308,2
03931,9
03543,8
11744,38
02303,17
10104,10
12597,10
05769,33
00037,12
12230,2
00790,2
01677,1
04129,6
02762,38
10565,2
10917,10
11482,13
03122,18
11325,18
03685,5
01495,34
01332,4
08879,23
00900,11
00572,41
11660,25
06339,8
03467,38
03815,35
02580,1
10020,1
02227,8
07579,2
10787,28
12314,25
00113,10
01753,18
10833,16
10441,8
07118,31
02646,5
11201,41
03006,34
06758,29
03770,18
06789,8
11905,38
11577,5
10490,8
02130,16
10337,11
02697,38
01025,30
01782,8
00665,10
12462,4
02551,9
02923,10
10756,17
03311,15
11116,2
05928,2
00204,17
12003,5
01836,15
01444,11
08644,5
04623,12
04184,41
05063,36
09004,4
06176,35
03628,5
11388,1
02068,15
07736,1
07091,31
05870,28
05402,13
09465,2
09817,38
00889,2
08225,17
04242,2
08582,4
04997,4
07357,11
02409,8
07882,17
03249,11
06517,9
06965,8
11738,40
03298,18
06261,41
07386,13
10178,15
07421,8
07853,12
04293,35
04946,5
04534,8
08553,38
08921,13
09313,12
00858,3
05374,9
10519,35
07040,3
11359,35
06600,5
09772,31
05715,2
08695,5
04155,12
08132,8
00972,13
00500,22
09239,22
08479,4
01340,13
01895,17
02255,12
07979,2
10052,13
02980,41
03415,1
03867,41
11612,17
08018,12
01721,13
01086,18
00161,16
09658,10
05198,3
12366,1
03074,5
11273,25
10394,13
02634,35
10841,1
10433,28
02193,11
10345,9
02142,12
10890,4
11977,25
11505,2
03702,22
12410,35
09689,4
00617,1
05149,18
04709,40
01057,33
11164,1
03363,29
02284,4
10724,12
02523,13
02951,8
10083,3
01391,38
01844,5
01436,11
04368,18
12071,26
05528,37
00276,34
12548,9
09076,3
05011,1
08191,5
04651,10
08636,13
07744,5
06104,4
04597,3
08982,2
04230,9
08257,12
12129,8
00489,14
09417,22
09865,4
05802,30
05470,22
06565,9
06917,26
07482,8
07325,13
02809,38
07453,7
07821,5
06213,4
00458,38
05306,38
09361,1
08521,18
08953,34
04934,8
04546,2
01218,9
08286,26
06672,3
07032,4
10919,16
07795,4
08140,1
01679,13
04127,4
04680,1
05767,38
00039,8
09700,5
12599,10
10789,38
02229,17
07905,3
07577,4
06490,22
06337,21
03469,36
05585,1
09990,5
05222,40
09245,29
08877,14
08405,5
04462,38
04810,13
03008,21
06756,25
07116,17
02648,11
08064,17
04003,2
09183,38
05643,18
09624,5
09152,10
05135,3
05692,12
04775,36
08712,38
07660,38
02699,5
10339,8
06020,2
11579,4
06787,24
01838,17
04314,26
08373,18
09941,6
09533,12
05554,11
05926,5
09294,4
06833,2
06441,37
11118,13
07201,9
10758,10
02066,11
07738,1
10261,7
11386,12
06178,4
03626,11
11421,13
11853,25
03181,10
12293,19
00733,38
12534,13
00094,12
01173,34
03247,1
06519,1
11040,12
03992,9
07359,23
02875,17
02407,23
10600,2
01512,18
01960,1
04999,35
09819,13
00352,16
12155,25
00887,1
00383,4
12623,35
00424,10
00856,1
12184,40
04948,31
01264,10
10176,24
07388,6
02371,2
03296,3
11736,23
03943,13
03531,4
11091,16
01605,8
12242,14
00045,25
11357,1
03150,22
11882,8
10517,15
10965,3
02710,25
06330,12
06497,38
11669,2
07570,1
07902,4
10029,5
02589,26
08402,12
08870,15
04817,7
04465,10
00909,38
05225,6
09242,18
05582,11
09997,28
07111,10
10448,11
06751,34
11208,5
05644,20
09623,7
09184,9
08063,30
04004,8
04772,28
08715,12
05695,12
09155,22
05132,39
06780,10
06027,34
03779,0
02139,1
07667,31
10499,1
09293,13
09534,35
09946,5
05921,35
05553,9
04313,38
08374,9
07206,17
02558,1
03318,13
06446,1
06834,12
11854,2
11426,10
03186,13
11381,14
03621,23
07098,25
10266,38
02061,9
01174,38
12533,14
00093,14
12294,22
00734,15
10607,3
02400,28
02872,14
11047,16
03995,13
03240,4
12152,8
00880,1
05879,38
00355,40
01967,4
01515,1
08928,3
01263,5
00851,2
00423,9
12183,10
00384,35
12624,25
06268,35
03536,13
03944,7
11096,13
03291,7
11731,11
02376,4
07428,31
10171,11
00042,18
12245,12
01602,1
07049,24
02717,23
10962,4
10510,12
03157,11
06609,12
11885,9
11350,36
01892,1
04419,8
01347,38
09599,11
00507,42
00975,8
05259,38
06899,32
11615,13
03860,25
03412,14
10055,10
02987,6
02252,25
12361,7
05638,13
00166,13
01081,2
01726,10
04078,11
10434,9
10846,13
02194,5
10393,20
02633,23
11274,1
03073,10
03705,6
11502,13
11970,2
02145,4
10897,3
10342,9
01050,4
08769,32
09129,10
00610,27
12417,4
02956,11
02524,10
10084,38
02283,9
10723,10
03364,10
06848,17
11163,7
09548,19
00271,18
12076,37
05288,15
01431,27
01843,29
08308,12
01396,13
04656,38
01108,38
08631,12
08196,3
09071,21
00748,5
05016,4
06103,9
11828,2
07743,12
09862,9
09410,6
05477,13
05805,37
00329,2
01569,5
04237,8
08250,35
04590,10
08985,5
07322,1
07485,21
06910,7
06562,35
06214,4
03938,32
07826,26
07454,42
08281,3
08954,1
08526,7
04541,2
04933,38
05301,11
09366,8
07792,12
07035,18
06675,37
00799,15
12239,10
05760,21
09707,2
04687,6
08147,34
04120,4
03280,35
11720,31
06279,29
03955,12
03527,9
11087,12
10160,17
02367,1
07439,30
08939,10
01272,3
00395,5
00432,34
00840,12
12192,23
10501,4
10973,14
07058,33
02706,33
11341,24
03146,3
06618,10
11894,10
12254,29
00053,9
01613,16
01165,6
12285,36
00725,13
12522,18
00082,25
11390,1
03630,35
11437,13
11845,9
03197,2
02070,11
07089,19
10277,38
05868,9
00344,38
12143,5
00891,13
01504,7
01976,30
02863,23
02411,9
10616,11
03251,13
11056,5
03984,1
06036,1
03768,7
06791,24
02128,16
07676,21
10488,28
04763,10
08704,5
09144,38
05123,38
05684,25
07217,32
02549,12
03309,2
06825,1
06457,25
09957,5
09525,35
05542,5
05930,35
09282,10
04302,35
08365,23
08861,38
08413,28
04474,12
04806,9
05593,36
09986,2
00918,35
05234,38
09253,18
06486,9
11678,38
06321,42
10038,14
02598,17
07913,12
07561,4
09195,10
05655,4
09632,10
08072,13
04015,25
10459,10
07100,11
11219,17
06740,18
08537,12
08945,4
04922,12
04550,38
08290,14
05310,13
09377,12
06205,2
03929,4
07445,25
07837,3
05771,37
09716,38
00788,2
12228,7
08156,3
04131,11
04696,31
07024,10
07783,16
06664,4
11839,1
06112,12
07752,10
08187,26
04647,4
01119,32
08620,31
09060,15
00759,23
05007,2
07494,5
07333,4
06573,13
06901,22
09401,26
09873,31
05814,10
05466,36
00338,4
04581,15
08994,14
01578,3
04226,7
08241,5
01041,9
08778,1
12406,2
09138,2
00601,11
11961,1
11513,1
03714,19
10353,4
02154,1
10886,5
12067,35
05299,36
09559,8
00260,35
01387,13
01852,13
01420,12
08319,2
02292,10
10732,28
02535,40
02947,9
10095,3
11172,34
03375,13
06859,25
03403,14
03871,33
06888,7
11604,16
02243,16
10044,9
02996,18
04408,3
01356,28
01883,1
00964,10
00516,3
05248,40
09588,17
10382,25
02622,35
10857,3
10425,21
02185,38
03062,22
11265,10
05629,23
00177,40
12370,3
01737,15
04069,30
01090,16
00449,8
05317,35
09370,6
08297,11
08942,38
08530,15
04557,25
04925,31
01209,11
07830,1
07442,22
06202,13
04691,21
08151,10
01668,12
04136,33
05776,7
00028,9
09711,3
12588,10
06663,9
10908,24
07784,6
07023,10
07755,7
06115,5
09067,38
05000,26
12559,1
04640,8
08627,7
08180,13
06906,4
06574,2
07334,1
02818,32
07493,1
04221,7
08246,7
04586,7
08993,18
09874,11
09406,2
05461,3
05813,1
12138,3
00498,31
00606,7
05158,38
12401,38
09698,10
04718,22
01046,2
02153,7
10881,3
10354,38
03713,11
11514,10
11966,16
01427,4
01855,5
04379,4
01380,9
05539,1
00267,25
12060,36
03372,9
11175,12
02940,8
02532,10
10092,9
02295,2
10735,42
10043,12
02991,7
02244,1
07968,3
11603,2
03876,11
03404,9
00511,2
00963,14
09228,9
01884,5
08468,3
01351,12
11262,1
03065,17
10422,35
10850,2
02182,3
10385,11
02625,5
01097,9
08009,21
01730,2
05189,20
12377,18
00170,13
09649,3
02360,30
10167,35
07399,32
03520,2
03952,6
11080,4
03287,8
11727,33
00847,38
00435,6
12195,23
00392,28
04959,2
01275,8
03141,40
11893,7
11346,3
02701,35
10974,10
10506,39
01614,12
00054,13
12253,24
12525,20
00085,35
12282,12
00722,5
01162,13
10270,13
02077,7
07729,3
11842,42
11430,25
03190,8
11397,8
06169,24
03637,7
04988,1
01971,9
01503,9
12144,10
00896,15
09808,24
00343,2
11051,7
03983,25
03256,11
06508,11
10611,38
07348,39
02416,38
02864,30
02688,7
10328,18
07671,5
11568,31
06796,14
06031,25
05683,38
09143,8
05124,12
04764,16
08703,33
11109,23
06450,7
06822,35
10749,1
07210,2
01829,38
04305,1
08362,31
09285,35
09522,1
09950,8
05937,10
05545,38
05233,27
09254,18
05594,8
09981,35
08414,4
08866,25
04801,1
04473,17
10798,3
02238,10
07566,18
07914,4
06326,3
03478,11
06481,13
08075,13
04012,0
05652,38
09635,38
09192,25
03019,38
06747,35
07107,12
02659,12
11755,22
03552,20
03920,12
10115,4
02312,1
08299,21
04559,5
01207,16
00835,11
00447,38
05319,18
10906,38
10574,4
02773,10
11334,13
03694,2
11493,12
03133,25
12221,8
00781,38
12586,10
05778,19
00026,13
01666,16
04138,40
08629,13
01110,35
00750,10
09069,2
12557,3
03645,1
11830,30
11442,3
02005,26
10202,15
00331,18
09408,29
00496,30
12136,2
08248,38
01903,2
01571,1
04588,3
02464,9
02816,1
10663,2
03224,11
06908,11
11784,13
03583,17
11023,8
06043,35
11968,38
07603,17
08771,13
04716,7
01048,17
00608,28
05156,28
09131,12
09696,7
07262,18
06422,31
06850,9
06385,25
05945,0
05537,1
00269,18
09550,29
09922,7
05290,18
08310,3
01429,7
04377,1
04873,3
04401,15
08466,9
08814,4
09581,13
05994,10
09226,10
05241,38
06881,35
06354,5
03878,1
07514,38
07966,25
12379,12
05187,1
09647,5
05620,29
01099,5
04060,8
08007,26
07175,6
06092,7
06735,12
04525,30
04957,17
08930,31
08542,10
04282,12
09302,34
00849,23
05365,34
06270,35
11729,12
03289,1
07842,5
07430,28
07397,6
10169,40
09763,4
05704,1
04144,35
08123,18
08684,41
07051,38
10508,3
06611,22
11348,9
06167,18
03639,38
11399,3
07080,26
02079,17
07727,1
04195,5
08655,8
04632,9
05072,16
09015,38
07893,12
07346,22
02418,4
03258,36
06974,28
06506,20
00898,33
05413,18
05861,9
09806,5
09474,5
08593,11
04986,1
08234,35
04253,5
01793,8
01034,10
12473,31
00674,26
06798,2
11566,9
11914,2
03761,6
10326,33
02686,4
10481,25
02121,18
12012,22
05939,35
00215,13
01455,18
01827,23
10747,7
02932,13
02540,25
11107,25
03300,25
06328,8
03804,20
03476,16
11671,4
02236,6
07568,23
10796,13
02591,14
10031,9
01323,5
08868,12
01484,8
00563,18
00911,13
07109,5
02657,25
10450,31
10822,1
03017,26
06749,25
11210,8
00102,5
12305,5
01742,25
09305,11
05362,3
04285,2
04950,9
04522,34
08545,5
08937,2
07390,11
02369,13
07437,2
07845,42
11089,18
06277,35
03529,18
08683,3
04143,10
08124,10
09764,8
05703,29
03148,35
06616,42
07056,7
02708,26
07720,27
10279,9
07087,5
06160,10
03199,5
11439,30
05075,15
09012,11
08652,1
04635,20
04192,11
06501,34
06973,1
11058,7
07341,33
10618,9
07894,13
08233,9
01978,10
04254,14
08594,13
04981,35
05866,16
05414,4
09473,23
09801,34
00673,35
12474,3
01033,41
01794,25
10486,7
02126,10
07678,12
10321,9
02681,2
06038,27
03766,13
11913,23
11561,14
01820,5
01452,5
00212,25
09959,8
12015,2
03307,14
06459,14
11100,13
07219,16
02547,17
02935,2
10740,8
02596,17
10036,11
02231,8
10791,7
11676,3
06488,1
03471,11
03803,13
09988,13
00916,13
00564,12
01483,2
04808,4
01324,14
11217,36
03010,9
10825,30
10457,12
02650,37
01745,5
12302,18
00105,4
02315,13
07839,31
10112,2
03927,31
03555,5
11752,8
09379,33
00440,22
00832,1
01200,5
08539,5
11494,13
03134,14
11333,13
03693,8
02774,14
10573,21
10901,31
01661,28
08158,7
04698,26
12581,9
09718,13
00021,33
12226,26
00786,2
12550,1
00757,12
05009,9
08189,6
04649,12
01117,38
10205,26
02002,8
11445,5
11837,18
03642,10
01576,38
01904,36
04228,9
00491,26
12131,35
05468,2
00336,7
03584,38
11024,14
03223,4
11783,7
10664,20
02811,1
02463,2
10888,35
07604,10
06044,10
09691,4
12408,6
05151,25
09136,24
08776,9
04711,3
06382,10
06857,2
06425,35
07265,12
02949,17
01389,18
08317,11
04370,5
05297,12
12069,9
05530,9
05942,7
09925,1
09557,15
09221,9
00518,8
05246,20
09586,2
05993,1
04406,5
04874,1
01358,2
08813,1
08461,1
07961,14
07513,8
02998,41
06353,25
06886,1
01739,10
04067,2
08000,32
09640,5
05627,3
00179,2
05180,18
06732,35
06095,5
07172,12
10859,38
06293,38
06534,11
06946,0
02858,13
07374,18
01298,28
04261,25
08206,1
12178,3
05386,35
09446,2
09834,19
05853,2
05421,7
07715,20
10999,24
06155,25
12519,3
09780,11
09027,7
05040,13
04600,12
08667,17
08111,12
04176,10
01628,21
00068,5
05736,23
09751,34
05091,2
06623,22
06184,6
07063,33
10948,11
05357,17
00409,2
09330,25
05882,38
09497,25
08570,10
08902,36
01249,12
04965,11
04517,10
07402,25
07870,8
02889,10
06242,2
06997,11
03025,30
11585,1
03782,30
11222,7
02665,8
10810,35
10462,10
08049,35
01770,3
04789,7
00130,36
09609,36
12490,7
00697,8
12337,2
07928,6
02204,33
10003,38
03444,8
03836,1
11643,18
00923,1
00551,5
09268,8
08428,24
01311,8
04339,7
01815,10
01467,5
12020,7
00580,17
00227,5
05579,2
11135,9
03495,18
11692,3
03332,7
10775,38
02572,5
02900,13
12441,15
05118,4
00646,12
08098,13
01006,38
04758,4
10314,33
02113,5
11926,35
11554,17
03753,29
01543,9
01931,8
09848,37
00303,14
12104,24
06548,12
03216,11
11011,14
02824,38
02456,13
07308,10
10651,22
00762,10
12565,2
01122,35
01685,38
07769,38
02037,35
10597,10
02790,31
10230,1
03677,0
06129,38
11470,31
11802,13
11306,10
03101,18
10546,5
10934,13
02741,2
01654,38
12213,1
00014,4
10127,4
02487,40
10680,3
02320,5
06599,8
11767,5
03912,28
03560,17
09899,24
00475,12
00807,0
01592,17
01235,34
04919,1
08792,25
08035,9
04052,31
05612,18
09675,13
06707,1
03059,20
02619,10
07147,31
05273,4
09214,2
04394,17
08826,30
08454,9
04433,8
04841,7
07281,34
07954,12
07526,5
02278,1
03438,7
06366,40
11198,18
06862,38
06410,10
11149,17
07250,3
07985,24
10709,5
04345,15
01869,25
08322,29
04890,1
08485,11
09910,13
09562,38
05505,38
05977,7
07631,6
07196,18
10368,9
06071,15
11528,1
03088,38
09103,22
05164,18
04724,25
08743,17
04083,15
12103,4
00304,4
05828,11
01936,8
01544,25
10656,1
02451,35
02823,12
11016,18
03211,1
01682,17
01125,7
12562,8
00765,4
11805,2
11477,14
06689,37
03670,35
02797,10
10237,10
02030,10
10590,2
02746,12
07018,9
10933,11
10541,11
06658,30
03106,31
11301,10
00013,7
12214,12
01653,10
03567,30
03915,4
06239,18
11760,18
10687,38
07479,1
02327,2
10120,8
02480,6
08979,23
01232,4
01595,8
00800,38
00472,3
05615,17
09672,2
08032,7
04055,22
08795,13
07140,12
10419,41
06700,2
11259,10
08453,4
08821,42
04846,13
04434,0
04393,10
05274,31
00958,7
09213,23
06361,1
03398,7
11638,13
07521,23
07953,29
10078,42
07286,28
07982,1
02509,5
07257,2
06417,8
06865,17
03349,11
00989,38
09565,9
09917,13
05970,10
05502,2
04897,4
08482,11
04342,33
08325,12
11288,31
03728,18
06076,5
07191,12
07636,38
02168,13
04084,12
04723,4
08744,4
09104,8
05163,11
07373,2
06941,25
06533,10
06294,11
09833,17
09441,17
00378,1
05426,36
05854,23
05381,20
04266,1
01538,5
08201,5
06152,1
11879,13
07712,0
01159,1
04607,35
08660,19
09020,16
05047,29
00719,5
09787,13
05096,13
12268,16
05731,3
09756,7
01188,8
08116,28
04171,10
07064,11
06183,38
06624,2
08905,36
08577,35
04510,31
04962,5
05885,13
12609,7
09490,25
05350,1
09337,13
06990,2
03969,13
06245,9
07877,37
07405,13
10465,13
10817,31
02662,13
03785,1
11225,5
03022,28
11582,9
00690,5
12330,15
00137,40
05669,7
12497,38
04029,16
01777,3
11644,10
03831,1
03443,12
10004,25
02203,10
08388,25
01316,5
04448,17
05208,5
00556,13
00924,19
09519,1
00220,2
12027,1
00587,30
01460,10
01812,12
08359,1
04499,1
02907,17
02575,29
10772,18
11695,18
06819,23
03335,1
11132,25
03492,18
01001,1
08738,22
09178,10
00641,8
12446,10
03754,10
11553,38
11921,38
02114,2
10313,9
11018,38
06933,5
06541,16
10658,25
07301,3
08273,7
04214,17
01938,5
09394,5
05454,5
05826,14
09841,28
09433,31
10239,11
02799,8
07760,28
06687,20
11479,36
06120,2
05792,5
05035,12
09052,2
08612,13
04675,39
04103,17
08164,29
09724,5
05743,31
09083,25
06656,25
03108,38
02748,27
07016,34
09345,36
05322,3
09890,13
05485,5
04562,27
04910,13
08977,3
